customer_id,customer_name,country,segment,industry,active_flag
CUST-003389,Home Market,Italy,Mid-Market,Hospitality,1
CUST-003390,Urban Market,Netherlands,Enterprise,Real Estate,1
CUST-003391,Craft Depot,Italy,SMB,Office Supply,1
CUST-003392,Casa Depot,Canada,Mid-Market,E-commerce,1
CUST-003393,Atlas Market,India,SMB,Public Sector,1
CUST-003394,Prime Interiors,UK,Mid-Market,Retail,1
CUST-003395,Vista Depot,Chile,Mid-Market,Office Supply,1
CUST-003396,Luxe Supply,Argentina,SMB,Office Supply,1
CUST-003397,Luxe Furnishings,South Africa,SMB,Retail,1
CUST-003398,Home Supply,South Africa,SMB,E-commerce,1
CUST-003399,Casa Furnishings,Australia,SMB,Interior Design,1
CUST-003400,Prime Market,Netherlands,Mid-Market,Office Supply,1
CUST-003401,Craft Furnishings,Brazil,SMB,E-commerce,1
CUST-003402,Prime Studio,Chile,Mid-Market,Hospitality,1
CUST-003403,Luxe Furnishings,UK,SMB,Hospitality,1
CUST-003404,Casa Depot,Netherlands,SMB,Retail,1
CUST-003405,Prime Living,Spain,SMB,Interior Design,1
CUST-003406,Vista Supply,Mexico,Enterprise,Office Supply,1
CUST-003407,Home Supply,Italy,Enterprise,Public Sector,1
CUST-003408,Home Depot,South Africa,SMB,Public Sector,1
CUST-003409,Nordic Interiors,Australia,SMB,Public Sector,1
CUST-003410,Nordic Design,Netherlands,Mid-Market,E-commerce,1
CUST-003411,Eco Furnishings,Chile,SMB,Hospitality,0
CUST-003412,Craft Furnishings,Germany,SMB,Interior Design,1
CUST-003413,Atlas Living,Poland,SMB,Real Estate,1
CUST-003414,Prime Supply,Israel,Mid-Market,Real Estate,1
CUST-003415,Urban Market,France,SMB,Retail,1
CUST-003416,Nordic Living,Chile,SMB,Interior Design,1
CUST-003417,Prime Furnishings,Netherlands,SMB,Retail,1
CUST-003418,Luxe Furnishings,Argentina,Enterprise,Public Sector,1
CUST-003419,Eco Studio,Argentina,SMB,Public Sector,1
CUST-003420,Prime Depot,Chile,SMB,Real Estate,1
CUST-003421,Eco Depot,Japan,SMB,Real Estate,1
CUST-003422,Prime Furnishings,France,SMB,Real Estate,1
CUST-003423,Home Depot,Germany,SMB,Interior Design,1
CUST-003424,Craft Furnishings,Australia,Enterprise,E-commerce,1
CUST-003425,Nordic Furnishings,Japan,Mid-Market,E-commerce,1
CUST-003426,Urban Furnishings,Poland,Mid-Market,Real Estate,1
CUST-003427,Vista Design,Canada,SMB,E-commerce,1
CUST-003428,Prime Design,Israel,SMB,E-commerce,0
CUST-003429,Craft Interiors,USA,Enterprise,E-commerce,1
CUST-003430,Eco Furnishings,Germany,SMB,Hospitality,1
CUST-003431,Casa Market,Spain,SMB,E-commerce,1
CUST-003432,Craft Studio,USA,Mid-Market,Construction,1
CUST-003433,Vista Interiors,Chile,SMB,Retail,1
CUST-003434,Craft Design,Chile,Mid-Market,E-commerce,1
CUST-003435,Vista Furnishings,Japan,SMB,Retail,1
CUST-003436,Urban Furnishings,Netherlands,Enterprise,Public Sector,1
CUST-003437,Atlas Depot,India,SMB,Construction,1
CUST-003438,Nordic Depot,UK,SMB,E-commerce,0
CUST-003439,Eco Design,USA,SMB,Retail,1
CUST-003440,Atlas Furnishings,Australia,SMB,Hospitality,1
CUST-003441,Craft Living,Japan,SMB,Construction,1
CUST-003442,Nordic Furnishings,France,SMB,Office Supply,1
CUST-003443,Atlas Depot,India,Mid-Market,Public Sector,1
CUST-003444,Nordic Market,India,Enterprise,E-commerce,1
CUST-003445,Eco Studio,Japan,SMB,Office Supply,1
CUST-003446,Craft Interiors,Italy,Mid-Market,E-commerce,1
CUST-003447,Craft Studio,France,Mid-Market,Interior Design,1
CUST-003448,Eco Studio,Brazil,SMB,Interior Design,1
CUST-003449,Atlas Supply,Australia,SMB,Hospitality,1
CUST-003450,Atlas Studio,Canada,SMB,E-commerce,1
CUST-003451,Eco Depot,Spain,SMB,Construction,1
CUST-003452,Vista Design,India,Mid-Market,Public Sector,1
CUST-003453,Casa Living,France,Enterprise,Office Supply,1
CUST-003454,Luxe Design,USA,Enterprise,Real Estate,1
CUST-003455,Craft Design,Japan,SMB,Retail,1
CUST-003456,Home Living,Canada,Mid-Market,Interior Design,1
CUST-003457,Atlas Living,USA,Mid-Market,Real Estate,1
CUST-003458,Atlas Furnishings,Poland,Mid-Market,Public Sector,1
CUST-003459,Home Living,Australia,SMB,E-commerce,1
CUST-003460,Atlas Supply,Australia,SMB,Office Supply,1
CUST-003461,Luxe Studio,South Africa,SMB,Construction,1
CUST-003462,Eco Furnishings,Australia,Mid-Market,Retail,1
CUST-003463,Urban Studio,France,Mid-Market,Office Supply,0
CUST-003464,Atlas Interiors,Argentina,SMB,Construction,1
CUST-003465,Home Furnishings,UAE,SMB,Public Sector,1
CUST-003466,Atlas Furnishings,Chile,Enterprise,Real Estate,1
CUST-003467,Nordic Furnishings,France,Enterprise,E-commerce,1
CUST-003468,Nordic Living,Israel,Mid-Market,Public Sector,1
CUST-003469,Nordic Depot,Australia,SMB,Public Sector,1
CUST-003470,Nordic Interiors,India,Mid-Market,Construction,1
CUST-003471,Casa Supply,UAE,SMB,Retail,1
CUST-003472,Eco Interiors,Germany,Mid-Market,Construction,1
CUST-003473,Craft Supply,Israel,SMB,Real Estate,1
CUST-003474,Craft Interiors,Sweden,SMB,Public Sector,1
CUST-003475,Nordic Furnishings,UAE,SMB,E-commerce,1
CUST-003476,Home Studio,USA,SMB,Office Supply,1
CUST-003477,Home Depot,Brazil,SMB,Interior Design,1
CUST-003478,Casa Studio,Netherlands,SMB,Public Sector,1
CUST-003479,Nordic Depot,Italy,Enterprise,E-commerce,1
CUST-003480,Urban Furnishings,Chile,SMB,E-commerce,1
CUST-003481,Nordic Interiors,UK,SMB,Real Estate,1
CUST-003482,Home Depot,Italy,SMB,Office Supply,1
CUST-003483,Atlas Supply,Poland,Mid-Market,Interior Design,1
CUST-003484,Luxe Interiors,Italy,Mid-Market,Construction,1
CUST-003485,Vista Interiors,Germany,SMB,Real Estate,1
CUST-003486,Eco Design,Sweden,SMB,Real Estate,1
CUST-003487,Atlas Furnishings,Australia,SMB,Hospitality,1
CUST-003488,Vista Market,Spain,SMB,Construction,1
CUST-003489,Atlas Interiors,France,SMB,Public Sector,1
CUST-003490,Urban Interiors,Canada,Mid-Market,Retail,1
CUST-003491,Eco Living,UAE,SMB,Public Sector,1
CUST-003492,Luxe Furnishings,Spain,SMB,Real Estate,1
CUST-003493,Luxe Market,Argentina,Mid-Market,Public Sector,1
CUST-003494,Urban Interiors,USA,SMB,Hospitality,1
CUST-003495,Urban Furnishings,Argentina,Mid-Market,E-commerce,1
CUST-003496,Prime Design,Canada,SMB,Real Estate,1
CUST-003497,Nordic Living,Argentina,SMB,Retail,1
CUST-003498,Prime Design,Israel,Mid-Market,Hospitality,1
CUST-003499,Luxe Depot,USA,SMB,Construction,1
CUST-003500,Prime Depot,Sweden,Enterprise,Interior Design,1
CUST-003501,Prime Interiors,Argentina,Mid-Market,Office Supply,1
CUST-003502,Nordic Studio,South Africa,SMB,Retail,1
CUST-003503,Atlas Design,UAE,Mid-Market,Hospitality,0
CUST-003504,Eco Interiors,India,Mid-Market,Construction,1
CUST-003505,Craft Supply,France,SMB,Hospitality,1
CUST-003506,Prime Furnishings,Argentina,Mid-Market,Real Estate,1
CUST-003507,Prime Design,Netherlands,SMB,Construction,1
CUST-003508,Luxe Supply,Brazil,Enterprise,Office Supply,1
CUST-003509,Prime Interiors,South Africa,Mid-Market,Interior Design,1
CUST-003510,Urban Supply,Chile,Enterprise,E-commerce,1
CUST-003511,Atlas Studio,South Africa,SMB,Public Sector,1
CUST-003512,Eco Furnishings,USA,SMB,Interior Design,1
CUST-003513,Eco Furnishings,Poland,Mid-Market,Public Sector,1
CUST-003514,Eco Furnishings,UK,Mid-Market,Office Supply,1
CUST-003515,Vista Studio,Brazil,SMB,E-commerce,1
CUST-003516,Home Living,Japan,SMB,Interior Design,1
CUST-003517,Nordic Furnishings,Mexico,SMB,E-commerce,1
CUST-003518,Casa Living,Spain,SMB,Office Supply,1
CUST-003519,Craft Interiors,Sweden,SMB,Real Estate,1
CUST-003520,Urban Depot,Spain,SMB,Public Sector,1
CUST-003521,Home Furnishings,Canada,SMB,Real Estate,1
CUST-003522,Casa Depot,Canada,SMB,Real Estate,1
CUST-003523,Eco Furnishings,Germany,Mid-Market,Construction,1
CUST-003524,Luxe Studio,Mexico,SMB,Retail,1
CUST-003525,Luxe Furnishings,France,Mid-Market,Hospitality,1
CUST-003526,Vista Living,South Africa,Enterprise,Public Sector,1
CUST-003527,Luxe Supply,Canada,Mid-Market,Real Estate,1
CUST-003528,Home Living,Japan,Mid-Market,Construction,1
CUST-003529,Prime Supply,Brazil,Enterprise,Interior Design,1
CUST-003530,Casa Studio,Spain,Enterprise,Hospitality,1
CUST-003531,Luxe Living,Canada,SMB,Hospitality,1
CUST-003532,Atlas Interiors,Japan,SMB,Construction,1
CUST-003533,Prime Furnishings,UAE,Enterprise,E-commerce,1
CUST-003534,Urban Furnishings,Mexico,SMB,Interior Design,1
CUST-003535,Atlas Design,Germany,SMB,Public Sector,1
CUST-003536,Atlas Studio,UK,SMB,Interior Design,1
CUST-003537,Prime Furnishings,Japan,SMB,Office Supply,1
CUST-003538,Casa Studio,Australia,Mid-Market,Retail,1
CUST-003539,Home Interiors,France,SMB,Office Supply,1
CUST-003540,Luxe Design,UK,Enterprise,Office Supply,1
CUST-003541,Urban Design,Germany,SMB,E-commerce,1
CUST-003542,Prime Supply,India,SMB,Hospitality,1
CUST-003543,Nordic Interiors,UAE,Mid-Market,Hospitality,1
CUST-003544,Prime Market,Italy,SMB,E-commerce,1
CUST-003545,Nordic Living,Israel,Enterprise,Interior Design,1
CUST-003546,Atlas Design,Netherlands,Mid-Market,Hospitality,1
CUST-003547,Nordic Interiors,Israel,Enterprise,Retail,1
CUST-003548,Casa Market,Sweden,SMB,Public Sector,1
CUST-003549,Vista Furnishings,Australia,SMB,Construction,1
CUST-003550,Nordic Design,Canada,SMB,Hospitality,1
CUST-003551,Casa Furnishings,Japan,SMB,E-commerce,1
CUST-003552,Atlas Depot,Sweden,SMB,Interior Design,1
CUST-003553,Luxe Market,Brazil,SMB,Construction,1
CUST-003554,Eco Depot,Australia,SMB,Hospitality,1
CUST-003555,Urban Market,Israel,SMB,Interior Design,1
CUST-003556,Vista Market,South Africa,Mid-Market,Interior Design,1
CUST-003557,Vista Design,USA,SMB,Office Supply,1
CUST-003558,Nordic Market,UK,Mid-Market,Office Supply,1
CUST-003559,Nordic Interiors,Italy,Mid-Market,Real Estate,1
CUST-003560,Urban Supply,Italy,Enterprise,Hospitality,1
CUST-003561,Craft Design,Italy,Mid-Market,Construction,1
CUST-003562,Home Studio,UAE,Enterprise,Office Supply,1
CUST-003563,Vista Living,Poland,SMB,Office Supply,1
CUST-003564,Luxe Furnishings,India,Mid-Market,Construction,1
CUST-003565,Craft Design,Australia,SMB,E-commerce,1
CUST-003566,Luxe Furnishings,India,Mid-Market,Retail,1
CUST-003567,Nordic Interiors,UAE,SMB,Hospitality,1
CUST-003568,Casa Design,Sweden,SMB,Interior Design,1
CUST-003569,Craft Design,Australia,SMB,Office Supply,1
CUST-003570,Nordic Furnishings,Sweden,SMB,Hospitality,1
CUST-003571,Atlas Market,Mexico,Mid-Market,Interior Design,1
CUST-003572,Prime Interiors,Canada,SMB,Office Supply,1
CUST-003573,Prime Interiors,Chile,SMB,Hospitality,1
CUST-003574,Vista Living,UK,SMB,Public Sector,1
CUST-003575,Urban Depot,Spain,Mid-Market,Public Sector,1
CUST-003576,Vista Depot,Sweden,Enterprise,Public Sector,1
CUST-003577,Vista Depot,Israel,SMB,Public Sector,1
CUST-003578,Urban Studio,Chile,Mid-Market,Hospitality,1
CUST-003579,Nordic Design,Chile,Mid-Market,Hospitality,1
CUST-003580,Casa Studio,UAE,Enterprise,Office Supply,1
CUST-003581,Home Living,Australia,Enterprise,Public Sector,1
CUST-003582,Urban Furnishings,Italy,SMB,Hospitality,1
CUST-003583,Vista Studio,India,SMB,Public Sector,1
CUST-003584,Nordic Depot,Poland,SMB,Retail,1
CUST-003585,Nordic Design,South Africa,Mid-Market,Real Estate,0
CUST-003586,Atlas Studio,UK,SMB,Public Sector,1
CUST-003587,Luxe Supply,Poland,SMB,Interior Design,0
CUST-003588,Luxe Studio,Japan,SMB,E-commerce,1
CUST-003589,Craft Furnishings,Sweden,Mid-Market,Interior Design,1
CUST-003590,Craft Supply,India,SMB,Real Estate,1
CUST-003591,Nordic Design,Israel,Mid-Market,Hospitality,1
CUST-003592,Prime Supply,UAE,SMB,Retail,1
CUST-003593,Nordic Interiors,Israel,SMB,E-commerce,1
CUST-003594,Prime Studio,Spain,Mid-Market,Hospitality,1
CUST-003595,Luxe Living,Netherlands,Mid-Market,E-commerce,1
CUST-003596,Nordic Design,Poland,Mid-Market,Hospitality,1
CUST-003597,Luxe Living,Brazil,SMB,Hospitality,1
CUST-003598,Nordic Studio,Argentina,Mid-Market,Office Supply,1
CUST-003599,Eco Supply,Netherlands,Mid-Market,Hospitality,1
CUST-003600,Eco Interiors,Argentina,Enterprise,Construction,1
CUST-003601,Urban Studio,Brazil,SMB,Construction,1
CUST-003602,Vista Living,Japan,SMB,Retail,1
CUST-003603,Vista Market,Sweden,SMB,Interior Design,1
CUST-003604,Casa Depot,UK,SMB,Real Estate,1
CUST-003605,Home Design,Netherlands,SMB,Retail,1
CUST-003606,Craft Studio,Spain,SMB,E-commerce,1
CUST-003607,Craft Market,South Africa,SMB,Real Estate,1
CUST-003608,Casa Depot,Italy,SMB,Interior Design,1
CUST-003609,Atlas Depot,Italy,SMB,Office Supply,1
CUST-003610,Home Design,Spain,SMB,Public Sector,1
CUST-003611,Eco Market,France,Enterprise,Hospitality,1
CUST-003612,Craft Design,Canada,SMB,Real Estate,0
CUST-003613,Atlas Market,Netherlands,SMB,Real Estate,1
CUST-003614,Nordic Market,Netherlands,Mid-Market,E-commerce,1
CUST-003615,Eco Living,Italy,SMB,Retail,1
CUST-003616,Luxe Market,India,SMB,Construction,1
CUST-003617,Atlas Depot,Spain,SMB,Real Estate,1
CUST-003618,Luxe Interiors,France,Enterprise,E-commerce,1
CUST-003619,Casa Supply,Spain,SMB,E-commerce,1
CUST-003620,Home Studio,Poland,SMB,Interior Design,1
CUST-003621,Eco Studio,UAE,SMB,Interior Design,1
CUST-003622,Home Living,Mexico,SMB,E-commerce,1
CUST-003623,Eco Supply,Australia,Enterprise,E-commerce,1
CUST-003624,Eco Market,Germany,Enterprise,E-commerce,1
CUST-003625,Nordic Design,Brazil,Mid-Market,Office Supply,1
CUST-003626,Home Design,USA,Mid-Market,Real Estate,1
CUST-003627,Atlas Supply,Poland,Mid-Market,Hospitality,1
CUST-003628,Craft Studio,Spain,SMB,Office Supply,1
CUST-003629,Vista Market,Israel,Enterprise,Hospitality,1
CUST-003630,Luxe Studio,UAE,SMB,Real Estate,1
CUST-003631,Nordic Design,Israel,SMB,Real Estate,1
CUST-003632,Vista Design,Italy,Mid-Market,Public Sector,1
CUST-003633,Home Studio,Japan,SMB,Construction,1
CUST-003634,Casa Supply,Israel,SMB,Construction,1
CUST-003635,Eco Interiors,Japan,SMB,Public Sector,1
CUST-003636,Craft Living,Japan,Mid-Market,Public Sector,1
CUST-003637,Vista Interiors,UK,SMB,Office Supply,1
CUST-003638,Atlas Depot,Canada,Mid-Market,Construction,1
CUST-003639,Prime Design,Argentina,Mid-Market,Retail,1
CUST-003640,Urban Design,France,SMB,Real Estate,1
CUST-003641,Casa Living,Netherlands,Enterprise,E-commerce,1
CUST-003642,Vista Living,Canada,SMB,Hospitality,1
CUST-003643,Eco Furnishings,Japan,SMB,Interior Design,1
CUST-003644,Vista Furnishings,UK,SMB,Office Supply,1
CUST-003645,Craft Furnishings,Japan,SMB,Hospitality,1
CUST-003646,Craft Supply,Chile,Enterprise,Construction,1
CUST-003647,Casa Market,Australia,SMB,Office Supply,1
CUST-003648,Home Furnishings,Sweden,Mid-Market,Office Supply,1
CUST-003649,Craft Interiors,Japan,Enterprise,Office Supply,1
CUST-003650,Nordic Interiors,Israel,SMB,Real Estate,1
CUST-003651,Casa Studio,Chile,SMB,Construction,1
CUST-003652,Vista Design,Poland,SMB,Office Supply,1
CUST-003653,Urban Design,Poland,SMB,Hospitality,1
CUST-003654,Craft Supply,Brazil,Enterprise,Retail,1
CUST-003655,Prime Design,Chile,Mid-Market,Interior Design,1
CUST-003656,Home Market,Italy,Mid-Market,Hospitality,1
CUST-003657,Vista Living,Poland,Mid-Market,Interior Design,1
CUST-003658,Nordic Depot,Japan,Mid-Market,Real Estate,1
CUST-003659,Vista Supply,UK,SMB,Interior Design,1
CUST-003660,Vista Design,South Africa,SMB,Construction,1
CUST-003661,Craft Living,Brazil,SMB,Construction,1
CUST-003662,Home Furnishings,Poland,SMB,Office Supply,1
CUST-003663,Vista Studio,Chile,SMB,E-commerce,1
CUST-003664,Home Furnishings,Netherlands,SMB,Construction,1
CUST-003665,Atlas Interiors,Mexico,SMB,Construction,1
CUST-003666,Urban Market,India,Enterprise,Public Sector,1
CUST-003667,Casa Depot,Chile,Enterprise,Interior Design,1
CUST-003668,Urban Market,Italy,SMB,Interior Design,1
CUST-003669,Vista Living,Spain,SMB,E-commerce,1
CUST-003670,Home Market,Chile,SMB,Interior Design,1
CUST-003671,Home Interiors,UK,Mid-Market,E-commerce,1
CUST-003672,Prime Depot,Spain,Enterprise,Real Estate,1
CUST-003673,Nordic Design,Mexico,SMB,Retail,1
CUST-003674,Home Interiors,Poland,SMB,Retail,1
CUST-003675,Prime Studio,Argentina,SMB,Construction,1
CUST-003676,Casa Depot,Japan,SMB,Public Sector,1
CUST-003677,Home Furnishings,Sweden,Mid-Market,Interior Design,1
CUST-003678,Craft Interiors,Chile,SMB,Construction,1
CUST-003679,Home Depot,Spain,SMB,Hospitality,1
CUST-003680,Urban Design,India,SMB,Real Estate,1
CUST-003681,Casa Furnishings,Spain,Mid-Market,Real Estate,1
CUST-003682,Atlas Market,Chile,Enterprise,Retail,1
CUST-003683,Eco Design,Chile,Mid-Market,Real Estate,1
CUST-003684,Craft Design,Netherlands,SMB,Retail,1
CUST-003685,Eco Studio,France,SMB,Real Estate,1
CUST-003686,Casa Design,Argentina,Mid-Market,Office Supply,1
CUST-003687,Atlas Furnishings,Japan,Mid-Market,Retail,1
CUST-003688,Luxe Furnishings,Australia,SMB,Office Supply,1
CUST-003689,Home Depot,Israel,SMB,Construction,1
CUST-003690,Casa Supply,India,SMB,Hospitality,1
CUST-003691,Luxe Depot,Sweden,SMB,Office Supply,1
CUST-003692,Urban Market,France,Mid-Market,Office Supply,1
CUST-003693,Luxe Depot,Germany,Enterprise,Construction,1
CUST-003694,Home Supply,UK,Mid-Market,Real Estate,1
CUST-003695,Prime Design,Spain,Mid-Market,Hospitality,1
CUST-003696,Urban Market,South Africa,Mid-Market,Public Sector,1
CUST-003697,Vista Interiors,UAE,SMB,Real Estate,1
CUST-003698,Atlas Living,USA,SMB,Real Estate,1
CUST-003699,Urban Depot,Netherlands,Mid-Market,Construction,1
CUST-003700,Urban Furnishings,UK,Enterprise,Public Sector,1
CUST-003701,Eco Design,Argentina,SMB,Real Estate,1
CUST-003702,Luxe Design,Mexico,SMB,Interior Design,1
CUST-003703,Nordic Depot,France,Enterprise,Retail,1
CUST-003704,Nordic Design,Argentina,SMB,Construction,1
CUST-003705,Urban Market,UK,SMB,Office Supply,1
CUST-003706,Atlas Living,Japan,SMB,Hospitality,1
CUST-003707,Prime Depot,Italy,SMB,Interior Design,1
CUST-003708,Nordic Interiors,Sweden,Mid-Market,Hospitality,1
CUST-003709,Atlas Furnishings,Netherlands,SMB,Construction,1
CUST-003710,Luxe Studio,Netherlands,SMB,E-commerce,1
CUST-003711,Eco Depot,Argentina,Mid-Market,Construction,1
CUST-003712,Eco Design,Mexico,SMB,Public Sector,1
CUST-003713,Home Depot,France,SMB,Construction,1
CUST-003714,Prime Living,Australia,SMB,Hospitality,1
CUST-003715,Nordic Depot,Mexico,Mid-Market,Construction,1
CUST-003716,Eco Market,Italy,SMB,Construction,1
CUST-003717,Nordic Depot,Israel,Enterprise,Interior Design,1
CUST-003718,Urban Interiors,Germany,SMB,Real Estate,1
CUST-003719,Luxe Living,Germany,SMB,Hospitality,1
CUST-003720,Eco Design,India,Enterprise,Office Supply,1
CUST-003721,Eco Living,Australia,Mid-Market,E-commerce,1
CUST-003722,Nordic Living,Sweden,Enterprise,Interior Design,1
CUST-003723,Casa Supply,India,SMB,Retail,1
CUST-003724,Craft Market,USA,SMB,Interior Design,1
CUST-003725,Eco Studio,UK,SMB,Public Sector,1
CUST-003726,Casa Furnishings,Chile,Mid-Market,Public Sector,1
CUST-003727,Urban Design,Australia,Enterprise,Interior Design,1
CUST-003728,Home Studio,Israel,Mid-Market,Public Sector,1
CUST-003729,Urban Market,South Africa,Mid-Market,Real Estate,1
CUST-003730,Luxe Design,Netherlands,Mid-Market,Interior Design,1
CUST-003731,Urban Interiors,Canada,Enterprise,Construction,1
CUST-003732,Eco Design,Netherlands,SMB,Retail,1
CUST-003733,Eco Furnishings,UAE,SMB,Public Sector,1
CUST-003734,Atlas Interiors,Spain,SMB,Office Supply,1
CUST-003735,Casa Supply,Mexico,SMB,E-commerce,1
CUST-003736,Urban Market,Netherlands,SMB,Office Supply,1
CUST-003737,Vista Market,Australia,SMB,Hospitality,1
CUST-003738,Prime Interiors,UAE,Enterprise,Real Estate,1
CUST-003739,Prime Market,Netherlands,SMB,Hospitality,1
CUST-003740,Casa Interiors,UAE,SMB,E-commerce,0
CUST-003741,Atlas Furnishings,Poland,SMB,Hospitality,1
CUST-003742,Luxe Studio,France,Mid-Market,Public Sector,1
CUST-003743,Casa Studio,Spain,Mid-Market,Office Supply,1
CUST-003744,Urban Interiors,Sweden,SMB,Retail,1
CUST-003745,Urban Depot,UAE,SMB,Interior Design,1
CUST-003746,Prime Furnishings,Italy,SMB,Retail,1
CUST-003747,Home Living,Canada,Mid-Market,Interior Design,1
CUST-003748,Luxe Supply,Chile,SMB,Office Supply,1
CUST-003749,Urban Supply,Canada,SMB,Real Estate,1
CUST-003750,Nordic Interiors,France,SMB,Real Estate,1
CUST-003751,Vista Interiors,Netherlands,Enterprise,Interior Design,1
CUST-003752,Luxe Furnishings,Sweden,SMB,Public Sector,1
CUST-003753,Casa Market,Sweden,Mid-Market,Interior Design,1
CUST-003754,Atlas Market,Canada,Enterprise,Retail,1
CUST-003755,Atlas Depot,USA,SMB,Public Sector,1
CUST-003756,Luxe Furnishings,Israel,SMB,Construction,1
CUST-003757,Prime Furnishings,Italy,Mid-Market,Real Estate,1
CUST-003758,Casa Furnishings,Mexico,SMB,Public Sector,1
CUST-003759,Craft Living,USA,Mid-Market,Public Sector,1
CUST-003760,Casa Depot,Brazil,SMB,Public Sector,1
CUST-003761,Nordic Supply,South Africa,Enterprise,Retail,1
CUST-003762,Atlas Design,Argentina,Enterprise,Office Supply,1
CUST-003763,Urban Supply,Netherlands,SMB,Construction,1
CUST-003764,Craft Furnishings,USA,SMB,E-commerce,1
CUST-003765,Craft Interiors,Australia,Mid-Market,Retail,1
CUST-003766,Nordic Living,Brazil,SMB,Real Estate,1
CUST-003767,Atlas Living,Germany,SMB,Retail,1
CUST-003768,Craft Design,Spain,SMB,Interior Design,1
CUST-003769,Casa Living,UK,Enterprise,Interior Design,1
CUST-003770,Eco Living,Chile,Enterprise,Retail,1
CUST-003771,Home Market,India,SMB,Construction,1
CUST-003772,Urban Living,Canada,SMB,Retail,1
CUST-003773,Luxe Supply,Italy,SMB,Hospitality,1
CUST-003774,Craft Design,Chile,Mid-Market,E-commerce,0
CUST-003775,Home Studio,Poland,Mid-Market,Office Supply,1
CUST-003776,Home Furnishings,Japan,SMB,Real Estate,1
CUST-003777,Casa Studio,Argentina,SMB,Retail,1
CUST-003778,Casa Depot,Brazil,SMB,E-commerce,1
CUST-003779,Home Supply,Poland,SMB,Public Sector,0
CUST-003780,Atlas Living,France,Enterprise,Retail,1
CUST-003781,Urban Interiors,Chile,SMB,Hospitality,1
CUST-003782,Nordic Furnishings,Mexico,SMB,Construction,1
CUST-003783,Home Market,UK,SMB,Public Sector,1
CUST-003784,Luxe Supply,Mexico,Mid-Market,Interior Design,1
CUST-003785,Vista Design,UAE,SMB,Hospitality,0
CUST-003786,Eco Living,Germany,Enterprise,Public Sector,1
CUST-003787,Prime Depot,Germany,SMB,Public Sector,1
CUST-003788,Urban Depot,Mexico,SMB,E-commerce,1
CUST-003789,Luxe Supply,Mexico,Mid-Market,Hospitality,1
CUST-003790,Eco Furnishings,UK,Enterprise,Office Supply,1
CUST-003791,Craft Design,Netherlands,SMB,Interior Design,1
CUST-003792,Urban Interiors,USA,Mid-Market,Hospitality,1
CUST-003793,Vista Market,Japan,Mid-Market,Real Estate,1
CUST-003794,Atlas Depot,Israel,SMB,Hospitality,1
CUST-003795,Eco Supply,Poland,SMB,Hospitality,1
CUST-003796,Craft Furnishings,Sweden,SMB,E-commerce,1
CUST-003797,Urban Depot,Mexico,SMB,Retail,1
CUST-003798,Luxe Furnishings,Australia,SMB,Retail,1
CUST-003799,Home Furnishings,UAE,SMB,Construction,1
CUST-003800,Craft Living,Spain,SMB,Retail,1
CUST-003801,Craft Living,South Africa,SMB,Construction,1
CUST-003802,Urban Living,Mexico,SMB,E-commerce,1
CUST-003803,Craft Living,Chile,SMB,Real Estate,1
CUST-003804,Vista Furnishings,UK,SMB,Construction,1
CUST-003805,Nordic Design,Mexico,SMB,Real Estate,1
CUST-003806,Casa Living,Brazil,Enterprise,Hospitality,0
CUST-003807,Luxe Interiors,Spain,SMB,Real Estate,1
CUST-003808,Luxe Market,Italy,SMB,E-commerce,1
CUST-003809,Atlas Supply,Spain,Mid-Market,Interior Design,1
CUST-003810,Nordic Furnishings,Poland,SMB,Real Estate,1
CUST-003811,Eco Living,Italy,SMB,Interior Design,1
CUST-003812,Vista Design,Poland,Mid-Market,E-commerce,1
CUST-003813,Urban Interiors,Japan,SMB,Interior Design,1
CUST-003814,Atlas Depot,Netherlands,SMB,Interior Design,1
CUST-003815,Craft Studio,Argentina,SMB,E-commerce,1
CUST-003816,Vista Design,Mexico,Mid-Market,Retail,1
CUST-003817,Eco Furnishings,Germany,Enterprise,Construction,1
CUST-003818,Home Furnishings,UAE,SMB,Real Estate,1
CUST-003819,Vista Depot,Japan,SMB,Construction,1
CUST-003820,Luxe Supply,South Africa,SMB,E-commerce,1
CUST-003821,Luxe Design,South Africa,SMB,Hospitality,1
CUST-003822,Craft Studio,Chile,Enterprise,E-commerce,1
CUST-003823,Luxe Furnishings,Chile,SMB,Retail,1
CUST-003824,Nordic Studio,Canada,SMB,Retail,1
CUST-003825,Vista Interiors,Poland,SMB,Office Supply,1
CUST-003826,Vista Interiors,USA,SMB,Construction,1
CUST-003827,Casa Living,Germany,SMB,Office Supply,1
CUST-003828,Eco Market,India,Mid-Market,Construction,1
CUST-003829,Atlas Studio,Japan,Mid-Market,Public Sector,1
CUST-003830,Vista Studio,Chile,Enterprise,Interior Design,1
CUST-003831,Urban Supply,Brazil,SMB,Retail,1
CUST-003832,Casa Market,Canada,SMB,Office Supply,1
CUST-003833,Home Interiors,Germany,Mid-Market,E-commerce,1
CUST-003834,Vista Depot,Mexico,SMB,Construction,1
CUST-003835,Atlas Interiors,UK,SMB,Hospitality,1
CUST-003836,Casa Depot,Sweden,Enterprise,E-commerce,1
CUST-003837,Vista Design,Argentina,Enterprise,Public Sector,1
CUST-003838,Prime Depot,Argentina,SMB,Office Supply,1
CUST-003839,Prime Supply,UAE,Mid-Market,Office Supply,1
